author,text,bias,type,audience
Anna Eshoo (Representative from California),It's an honor to be recognized by @TechAmerica with the 2014 Congressional Tech Leader Award! http://t.co/AmAgjWbTnI,neutral,personal,national
Joyce Beatty (Representative from Ohio),Joined by colleague Congresswoman Tulsi Gabbard at Celebrity Charity Classic http://t.co/9qnZegKRPv,neutral,media,national
Rick Larsen (Representative from Washington),"Arlington Eagles win state fastpitch championship #oftheworld! Great job, Eagles. @northsnohomish @HeraldNetSports",neutral,support,national
David McKinley (Representative from West Virginia),Rep. McKinley meets with members of the Morgantown Fire Department at the Northside Station. http://t.co/VYqVuxmp3o,neutral,media,national
Jackie Walorski (Representative from Indiana),Great article in @ElkhartTruth on everythign you should know about #July4th http://t.co/hU5fXFCqqL,neutral,information,national
Orrin Hatch (Senator from Utah),SLC's @gsutah will host the 53rd Annual @girlscouts National Convention for the first time Thu-Sun. Click for events: http://t.co/nFcpWj24Wf,neutral,personal,national
Tammy Baldwin (Senator from Wisconsin),Recording a message to our troops overseas wishing them a #HappyHolidays. Thank you so much for your service. http://t.co/1g0ysJcDBQ,neutral,support,national
Loretta Sanchez (Representative from California),If it's Sunday.... About to sit down for .@meetthepress roundtable. Check your local listings and tune in! http://t.co/XcpaAFLmV3,neutral,media,national
Jim Langevin (Representative from Rhode Island),Preserving and beautifying open space is so important. Thanks to all who made today's ribbon cutting possible at Charlestown's Pawaget Park!,neutral,personal,constituency
Kevin Cramer (Representative from North Dakota),Son Abel daughter Rachel Son-in-Law Cale run4change in honor of Deutscher Family. http://t.co/d6GmhvqjnO,neutral,information,national
Gerald Connolly (Representative from Virginia),.@juleshastweets: I'm especially honored to have your support #VAWA,neutral,support,national
John Conyers Jr. (Representative from Michigan),Why I could not support the #Intelligence Authorization bill today - http://t.co/GCfXQl1gN4,neutral,policy,national
John Barrow (Representative from Georgia),Speaking on the House floor tonight to honor my friend &amp; mentor @john_dingell who became the longest serving Member of Congress this month.,neutral,support,national
AndrÌ© Carson (Representative from Indiana),Have a great Labor Day weekend #Indy! Safe travels to you and your family.  I hope to see you out and about in the district.,neutral,personal,national
Darrell Issa (Representative from California),@nikkibama hate is a strong word but thanks for at least liking #FridayKitty,neutral,personal,national
Joe Donnelly (Senator from Indiana),There are many resources available to those who struggle with suicidal thoughts.-Joe,neutral,personal,national
Debbie Wasserman Schultz (Representative from Florida),"""A little more than 5 1/2 years ago, the very 1st bill that Pres Obama signed into law was the Lilly Ledbetter Fair Pay Act"" -DWS #DemWomen",neutral,support,national
Paul Gosar (Representative from Arizona),"To 819th Engineer Co. of #AZ National Guard deployed last week for #Afghanistan, thank you for your service  http://t.co/EGu4DMaI",neutral,personal,constituency
Bill Flores (Representative from Texas),We have a lot of wishes on our list and a very important one is Keystone XL. #TimeToBuild http://t.co/5dR9dj7F9H,neutral,policy,constituency
Loretta Sanchez (Representative from California),About to go on @ThisHour on @CNN - tune in now!,neutral,media,national
Robert Pittenger (Representative from North Carolina),Some wish I could just bypass Congress and change the law myself. But that's not how a democracy works - President Obama 5/10/11,neutral,other,national
Brian Higgins (Representative from New York),@theCnSunion I couldnÛªt agree more. We are starting to see progress but I fully support a new bridge.,neutral,policy,national
Matt Cartwright (Representative from Pennsylvania),"Supporting H.R. 152 by Rep. Rodney Frelinghuysen (R-NJ) to support the recovery and
 health of natural habitats devastated by Sandy. @NWF",neutral,support,national
Kevin Brady (Representative from Texas),"RT @JayLow: #FridayKitty!!!!!!! &gt;&gt; ""You Putin me on? Russian into war. Syriaously?"" http://t.co/eo03hRJNNZ",neutral,policy,national
Frank LoBiondo (Representative from New Jersey),Talking lack of answers &amp; faulting Obama foreign policy on #Syria &amp; #Benghazi with @1400WOND's Don Williams now.,neutral,support,national
Eric Cantor (Representative from Virginia),When families have to give more and more money to the federal government it means less freedom. Plain and simple. #CPAC2013,neutral,information,national
Pete Sessions (Representative from Texas),TodayÛªs jobs report shows that job growth is still far behind our potential. ItÛªs #TimeToBuild the #KeystoneXL #4jobs http://t.co/6QmUhBu07A,neutral,information,national
Robin Kelly (Representative from Illinois),Thanks @EtaSigmaSGRhos for inviting me to keynote your SGRho Founders observance today. Always love meeting my @SGRhoUpdates sorors.,neutral,media,constituency
Tim Griffin (Representative from Arkansas),At the #LRAFB Community Council meeting. #ar2 http://t.co/7gPgEvWX05,neutral,personal,constituency
Richard Blumenthal (Senator from Connecticut),Nominating @UConnWBB coach Geno Auriemma &amp; @UConnMBB Kevin Ollie for the ALS #IceBucketChallenge. You have 24 hours: http://t.co/mUhuS9qmsx,neutral,support,national
Jeff Miller (Representative from Florida),"I will be on The Real Story with Gretchen Carlson on @FoxNews, today at 1 p.m. CT, with the latest on VA Delays in Care. @HouseVetAffairs",neutral,media,national
Jeanne Shaheen (Senator from New Hampshire),Introduced bipartisan bill to help bring Meriam Ibrahim and her children to the United States. Read more here: http://t.co/mZKDlSm2Lu,neutral,support,national
Steny Hoyer (Representative from Maryland),Pleased to welcome students interested in the U.S. Military Service Academy nominations at @NorthPointHS this weekend http://t.co/tEJ15fKvWS,neutral,constituency,constituency
Martha Roby (Representative from Alabama),"RT @JQD: @RepMarthaRoby Stationed at Ft. Knox, KY.",neutral,personal,constituency
Paul Tonko (Representative from New York),Pls join me in celebrating #PrideMonth -- Very glad that NY was among the first to get on the right side of history https://t.co/S6AwB2WsUL,neutral,mobilization,constituency
Diana DeGette (Representative from Colorado),Ready for #SB48. Go #Broncos! #UnitedInOrange http://t.co/Drsj0dIMkO,neutral,personal,constituency
Steve Womack (Representative from Arkansas),"Here's your weekly From the Front... #AR3!

http://t.co/5WUSHzOMSW",neutral,information,constituency
Ileana Ros-Lehtinen (Representative from Florida),.@JaredPolis + I introduced bill 2 protect #LGBT students frm harassment + discrimination Get ur Cong 2 support #SNDA http://t.co/lC0XelizO4,neutral,support,national
Mitch McConnell (Senator from Kentucky),.@KYSTATEFOP McConnell Pushes Bill to Create ÛÏBlue AlertÛ to Help Catch Suspects Who Attack Law Enforcement Officers http://t.co/Z1knWQoglt,neutral,policy,national
Steve Stivers (Representative from Ohio),Had a great telephone townhall with constituents of #OH15 last night. Thank you to all those who participated! http://t.co/0ceqSOmiNv,neutral,support,constituency
Bill Foster (Representative from Illinois),RT @CrainsChicago: MT @GovernorQuinn: ItÛªs official. #MarriageEquality is the law of the land in Illinois! http://t.co/xUH7qhLqDy http://t.Û_,neutral,information,constituency
Jim Himes (Representative from Connecticut),"RT @RecoveringPol: We have 68 @NoLabelsOrg problem-solvers -- amazing. How many Congressmen do we need for critical mass, and how do we getÛ_",neutral,other,national
Jack Reed (Senator from Rhode Island),The #SurgeonGeneral post is critical for public health but has been vacant since 2013. Dr. Vivek Murthy deserves to be confirmed. #TopDocNow,neutral,personal,national
Maria Cantwell (Senator from Washington),Congratulations to Sally Jewell for being officially sworn in as the new @Interior secretary: http://t.co/Zi07xEh0gd,neutral,support,national
Debbie Wasserman Schultz (Representative from Florida),"Wow, you've got to watch this ÛÓ12-year-old chastises NC Republicans on their efforts to restrict #votingrights: http://t.co/hzMEg2fnjj",neutral,policy,national
Steve Pearce (Representative from New Mexico),"Remember, the deadline for the Congressional Art Competition is just one week away! http://t.co/rm8dNtzjXb",neutral,information,national
Scott DesJarlais (Representative from Tennessee),"#TN04 I'll be on @supertalk997 in 15 minutes to discuss #ObamaCare, tune in",neutral,support,national
Bill Shuster (Representative from Pennsylvania),Please be sure to watch my YouTube address to learn more about the Domestic Energy Production Protection Act: http://t.co/cKoU36eztY,neutral,policy,national
Mike Thompson (Representative from California),I had a great time visiting Napa Valley Language Academy earlier this week! http://t.co/ZTLmWRZDPg,neutral,personal,constituency
Eric Swalwell (Representative from California),@_JMILLY great to see you at the @Deltas_United Get Fit event in Hayward!,neutral,personal,constituency
Pat Roberts (Senator from Kansas),RT @GregAkagi: On Fri Ag Issues pgm at 6am on #580WIBW @SenPatRoberts will be Kelly's guest. He'll look at next weeks #FarmBill discussion Û_,neutral,media,constituency
Tom Harkin (Senator from Iowa),"It was great to see my friend Andrea Mitchell, @mitchellreports honored for her work in #CancerAwareness today in DC. http://t.co/IofvKR8mMo",neutral,personal,national
Kerry Bentivolio (Representative from Michigan),Going to vote on #KeystoneXL approval right now.,neutral,policy,national
Nancy Pelosi (Representative from California),Chairman @DarrellIssaÛªs decision to silence a fellow Member of Congress was outrageous &amp; disrespectful...not how the House should be run.,neutral,attack,national
Billy Long (Representative from Missouri),Agreed!!! ÛÏ@MattMackowiak: An absolute disgrace that the U.S. has abandoned this man -- http://t.co/AIQPyDtCmHÛ,neutral,information,national
Doc Hastings (Representative from Washington),I will join my colleagues on the steps of the Capitol this morning in honor of the twelfth observation of #Sept11 2001. #NeverForget911,neutral,personal,constituency
Dana Rohrabacher (Representative from California),"@pandorumizator Obama &amp; his policies not only threat 2 well being of Am people, but is worst. Many other challenges, like crony capitalism.",neutral,attack,national
Kirsten Gillibrand (Senator from New York),"New @AECFKidsCount report finds 23% of U.S. children live in poverty: http://t.co/fl8Qx5GMqy We can do better, we must do better. #KidsCount",neutral,information,national
Scott DesJarlais (Representative from Tennessee),Ex-official claims Clinton allies scrubbed #Benghazi docs in secret sessions http://t.co/G7XYhDvM0G,neutral,media,national
Robert Wittman (Representative from Virginia),.@PSCSpeaks Thanks for folks' participation in this event. We will continue to do more on this front.,neutral,mobilization,national
J. Forbes (Representative from Virginia),Do you know why Virginia is called a Commonwealth? Take a moment today to learn what makes VA unique http://t.co/GHKRt54gbl,neutral,information,national
John McCain (Senator from Arizona),Looking fwd to #ThirteenSoldiers book signing tomorrow @ChangingHands Bookstore in #Tempe - more info: http://t.co/tvuwI3Xbuz #Arizona,neutral,personal,national
Mark Pryor (Senator from Arkansas),Talked w @BillGates ab how we can strengthen American agriculture by making smart investments in agriculture research http://t.co/JkTFsjVMkx,neutral,policy,national
Robert Hurt (Representative from Virginia),ICYMI: Daily Progress: Hurt staffers available for constituent issues in Madison on Friday: http://t.co/LTjgRwgyGh,neutral,information,constituency
Cory Booker (Senator from New Jersey),@UtopiaHealth1 My pleasure!!,neutral,personal,national
Darrell Issa (Representative from California),"The #DATAAct was signed into law yesterday, &amp; will transform gov transparency by shedding light on runaway spending: http://t.co/c7armaHUYY",neutral,information,national
